row_index,title,singer,cache_key,cache_hit,cache_valid,cache_status,cache_genre,action
361,BigXthaPlug - Home feat. Shaboozey (Official Music Video),BigXthaPlug,bigxthaplug - home feat. shaboozey (official music video)||bigxthaplug,True,True,MISSING_ORIGINAL,country,SKIP
362,Billie Eilish - BIRDS OF A FEATHER (Official Lyric Video),Billie Eilish,billie eilish - birds of a feather (official lyric video)||billie eilish,True,True,MISSING_ORIGINAL,alternative|acoustic,SKIP
363,Billie Eilish - everything i wanted (Official Audio),Billie Eilish,billie eilish - everything i wanted (official audio)||billie eilish,True,True,MISSING_ORIGINAL,alternative|acoustic,SKIP
364,Billie Eilish - Happier Than Ever,Vibe Music,billie eilish - happier than ever||vibe music,True,True,MISSING_ORIGINAL,alternative|acoustic,SKIP
365,Billie Eilish - i love you (Lyrics),Shadow Music,billie eilish - i love you (lyrics)||shadow music,True,True,MISSING_ORIGINAL,alternative|acoustic,SKIP
366,Billie Eilish - What Was I Made For? (Official Music Video),Billie Eilish,billie eilish - what was i made for? (official music video)||billie eilish,True,True,MISSING_ORIGINAL,alternative|acoustic,SKIP
367,@BillieEilish  - WILDFLOWER (Lyrics),Dan Music,@billieeilish - wildflower (lyrics)||dan music,True,True,DIFFERENT,alternative|electronic|latin,SKIP
368,Billy Currington - Must Be Doin' Somethin' Right (Official Music Video - Closed Captioned),Billy Currington,billy currington - must be doin' somethin' right (official music video - closed captioned)||billy currington,True,True,MISSING_ORIGINAL,country|house,SKIP
369,Billy Currington - People Are Crazy (Official Music Video),Billy Currington,billy currington - people are crazy (official music video)||billy currington,True,True,MISSING_ORIGINAL,country,SKIP
370,Billy Idol - Eyes Without A Face,Billy Idol,billy idol - eyes without a face||billy idol,True,True,MISSING_ORIGINAL,rock|pop rock|pop,SKIP
371,Billy Joel - Piano Man (Official HD Video),Billy Joel,billy joel - piano man (official hd video)||billy joel,True,True,DIFFERENT,rock|pop|folk rock|pop rock|classic rock,SKIP
372,Billy Ray Cyrus - Achy Breaky Heart (Official Music Video),Billy Ray Cyrus,billy ray cyrus - achy breaky heart (official music video)||billy ray cyrus,True,True,MISSING_ORIGINAL,country|alternative|rap|hip hop|pop|rock,SKIP
373,BINZ - DISLYTE | OFFICIAL MV,Binz Da Poet,binz - dislyte||binz da poet,True,True,MISSING_ORIGINAL,rap,SKIP
374,BINZ - OK (Official Music Video),Binz Da Poet,binz - ok (official music video)||binz da poet,True,True,DIFFERENT,rap,SKIP
375,BINZ x PHUONG LY - SO CLOSE [ OFFICIAL MV ],SpaceSpeakers Label,binz x phuong ly - so close [ official mv ]||spacespeakers label,True,True,MISSING_ORIGINAL,rap,SKIP
376,BINZ x ĐEN - CHO MÌNH EM (Studio Session),Binz Da Poet,binz x đen - cho mình em (studio session)||binz da poet,True,True,MISSING_ORIGINAL,spoken word|rap,SKIP
377,"BINZ - XUÂN ĐAN(G) ĐẾN BÊN EM (ft. MASTAL, GONZO, CHARLES.) | OFFICIAL MV",Binz Da Poet,"binz - xuân đan(g) đến bên em (ft. mastal, gonzo, charles.)||binz da poet",True,True,MISSING_ORIGINAL,rap,SKIP
378,Birthday Thọt - JustaTee x MCK x TLinh x Liên Quân | Official MV,JustaTeeMusic,birthday thọt - justatee x mck x tlinh x liên quân||justateemusic,True,False,NOT_FOUND,,RECHECK
379,Biscoln - City of Rain,HearWeGo,biscoln - city of rain||hearwego,True,False,NOT_FOUND,,RECHECK
380,Biết Anh không Còn Yêu,Ngọc Yến,biết anh không còn yêu||ngọc yến,True,True,MATCH,pop|folk|world|country|v-pop,SKIP
381,BIẾT KHI NÀO GẶP LẠI - MỸ TÂM (Audio),My Tam,biết khi nào gặp lại - mỹ tâm (audio)||my tam,True,True,MISSING_ORIGINAL,pop,SKIP
382,Biết Yêu Anh Muộn Màng,Thanh Thao,biết yêu anh muộn màng||thanh thao,True,True,DIFFERENT,pop,SKIP
383,Biết Đến Khi Nào,"Kim Le Quyen,Yu Uy Liem","biết đến khi nào||kim le quyen,yu uy liem",True,False,NOT_FOUND,,RECHECK
384,Biết Ơn Bởi Đang Ở Lại | Phan Mạnh Quỳnh (Official MV) | Nhạc Xuân 2024,Phan Mạnh Quỳnh Official,biết ơn bởi đang ở lại | phan mạnh quỳnh (official mv) | nhạc xuân 2024||phan mạnh quỳnh,True,False,NOT_FOUND,,RECHECK
385,Biển Dâu - Phương Anh | Official 4K MV,Phương Anh Bolero,biển dâu - phương anh | official 4k mv||phương anh bolero,True,False,NOT_FOUND,,RECHECK
386,Biển Hát Ru Tình,Phi Bằng Lê,biển hát ru tình||phi bằng lê,True,True,MATCH,pop|trữ tình,SKIP
387,Biển Tình,MayBae,biển tình||maybae,True,True,MISSING_ORIGINAL,pop|trữ tình,SKIP
388,BIỆT ĐỘNG QUÂN HÀNH KHÚC,THEO DẤU GIÀY SÔ,biệt động quân hành khúc||theo dấu giày sô,True,False,NOT_FOUND,,RECHECK
389,"BLACK SABBATH - ""Paranoid"" (Official Video)",Black Sabbath,"black sabbath - ""paranoid"" (official video)||black sabbath",True,True,MATCH,rock|classic rock|doom metal|metal,SKIP
390,BLACKA - PHÍA CUỐI CON ĐƯỜNG CÓ NẮNG ft. ARTHUR (OFFICIAL MUSIC VIDEO),CROW ON HYENAS,blacka - phía cuối con đường có nắng ft. arthur (official music video)||crow on hyenas,True,True,MISSING_ORIGINAL,rap việt,SKIP
391,Blake Shelton - Boys 'Round Here ft. Pistol Annies & Friends (Official Music Video),Blake Shelton,blake shelton - boys 'round here ft. pistol annies & friends (official music video)||blake shelton,True,True,MISSING_ORIGINAL,country|pop|electronic|dance|soul,SKIP
392,Blake Shelton - God's Country (Official Music Video),Blake Shelton,blake shelton - god's country (official music video)||blake shelton,True,True,MISSING_ORIGINAL,country|pop|electronic|dance|soul|instrumental,SKIP
393,Blake Shelton - Nobody But You (Duet with Gwen Stefani) (Official Music Video),Blake Shelton,blake shelton - nobody but you (duet with gwen stefani) (official music video)||blake shelton,True,True,MISSING_ORIGINAL,country|pop|electronic|dance|soul,SKIP
394,Blake Shelton - Ol' Red (Official Music Video),Blake Shelton,blake shelton - ol' red (official music video)||blake shelton,True,True,MISSING_ORIGINAL,country|pop|electronic|dance|soul,SKIP
395,blink-182 - All The Small Things (Official Music Video),blink-182,blink-182 - all the small things (official music video)||blink-182,True,True,MISSING_ORIGINAL,rock|punk|pop rock,SKIP
396,blink-182 - I Miss You (Official Video),blink-182,blink-182 - i miss you (official video)||blink-182,True,True,MISSING_ORIGINAL,rock|pop punk,SKIP
397,Bo Xì Bo,Hoàng Thùy Linh,bo xì bo||hoàng thùy linh,True,True,MATCH,pop|v-pop,SKIP
398,Bom,BOL4,bom||bol4,True,True,DIFFERENT,folk|rock|pop punk|punk|country rock,SKIP
399,Bon Iver & St. Vincent - Roslyn (Lyrics),Aurora Vibes,bon iver & st. vincent - roslyn (lyrics)||aurora vibes,True,True,MISSING_ORIGINAL,alternative,SKIP
400,Bon Jovi - Always (Official Music Video),Bon Jovi,bon jovi - always (official music video)||bon jovi,True,True,MATCH,karaoke|pop,SKIP
401,Bon Jovi - Bed Of Roses (Official Music Video),Bon Jovi,bon jovi - bed of roses (official music video)||bon jovi,True,True,MISSING_ORIGINAL,pop,SKIP
402,Bon Jovi - I'll Be There For You,Bon Jovi,bon jovi - i'll be there for you||bon jovi,True,True,MISSING_ORIGINAL,rock|hard rock|pop rock,SKIP
403,Bon Jovi - It's My Life (Official Music Video),Bon Jovi,bon jovi - it's my life (official music video)||bon jovi,True,True,MATCH,rock|hip hop|pop|folk|world|country,SKIP
404,Bon Jovi - Livin' On A Prayer,Bon Jovi,bon jovi - livin' on a prayer||bon jovi,True,True,MISSING_ORIGINAL,rock|hard rock|pop rock,SKIP
405,Bon Jovi - You Give Love A Bad Name,Bon Jovi,bon jovi - you give love a bad name||bon jovi,True,True,MISSING_ORIGINAL,rock|hard rock|pop rock|pop,SKIP
406,BountyTank - Chosen One (Official Music Video),Bounty Tank,bountytank - chosen one (official music video)||bounty tank,True,True,MISSING_ORIGINAL,house|country,SKIP
407,Brad Paisley - Remind Me (Official Video) ft. Carrie Underwood,BRADPAISLEY,brad paisley - remind me (official video) ft. carrie underwood||bradpaisley,True,True,MISSING_ORIGINAL,country,SKIP
408,Brad Paisley - She's Everything (Official Video),BRADPAISLEY,brad paisley - she's everything (official video)||bradpaisley,True,True,MISSING_ORIGINAL,country,SKIP
409,Brad Paisley - Whiskey Lullaby (Full Version - Official Video) ft. Alison Krauss,BRADPAISLEY,brad paisley - whiskey lullaby (full version||bradpaisley,True,True,MISSING_ORIGINAL,country|soul,SKIP
410,BREAK THE RULES | MINH HẰNG ft YẾN LÊ |OFFICIAL MUSIC VIDEO|,Minh Hằng Official,break the rules | minh hằng ft yến lê||minh hằng,True,False,NOT_FOUND,,RECHECK
411,Brett Young - In Case You Didn't Know,Brett Young,brett young - in case you didn't know||brett young,True,True,MISSING_ORIGINAL,country|folk|world,SKIP
412,Brett Young - Like I Loved You (Official Music Video),Brett Young,brett young - like i loved you (official music video)||brett young,True,True,MATCH,country,SKIP
413,Brett Young - Mercy (Official Music Video),Brett Young,brett young - mercy (official music video)||brett young,True,True,MATCH,country,SKIP
414,Broke For Free - Beyond Dazed,HearWeGo,broke for free - beyond dazed||hearwego,True,False,NOT_FOUND,,RECHECK
415,Brooks & Dunn - Boot Scootin' Boogie (Official Video),Brooks & Dunn,brooks & dunn - boot scootin' boogie (official video)||brooks & dunn,True,True,MISSING_ORIGINAL,country|folk,SKIP
416,Brooks & Dunn - Neon Moon (iTunes Originals),Brooks & Dunn,brooks & dunn - neon moon (itunes originals)||brooks & dunn,True,True,MISSING_ORIGINAL,country|folk,SKIP
417,Bruce Springsteen - Dancing In the Dark (Official Video),Bruce Springsteen,bruce springsteen - dancing in the dark (official video)||bruce springsteen,True,True,MISSING_ORIGINAL,rock|roll,SKIP
418,Bruno Mars - Talking To The Moon (Official Lyric Video),Bruno Mars,bruno mars - talking to the moon (official lyric video)||bruno mars,True,True,DIFFERENT,pop|alternative,SKIP
419,Bryan Adams - (Everything I Do) I Do It For You,Bryan Adams,bryan adams - (everything i do) i do it for you||bryan adams,True,True,MATCH,rock|pop|stage|screen|pop rock|ballad,SKIP
420,Bryan Adams - Heaven,Bryan Adams,bryan adams - heaven||bryan adams,True,True,DIFFERENT,rock|pop rock,SKIP
421,Bryan Adams - Please Forgive Me (Radio Version),Bryan Adams,bryan adams - please forgive me (radio version)||bryan adams,True,True,MISSING_ORIGINAL,pop|rock,SKIP
422,Bryan Adams - Summer Of '69 (Official Music Video),Bryan Adams,bryan adams - summer of '69 (official music video)||bryan adams,True,True,DIFFERENT,pop|rock|non-music|roll|prog rock|punk|vocal|interview|hard rock|classic rock,SKIP
423,Buong Doi Tay Nhau Ra,Sơn Tùng M-TP Official,buong doi tay nhau ra||sơn tùng m-tp,True,True,MATCH,hip hop|rap|v-pop|electronic|pop|tropical house|dance-pop,SKIP
424,BURN IT DOWN (Official Music Video) [4K Upgrade] - Linkin Park,Linkin Park,burn it down (official music video) [4k upgrade] - linkin park||linkin park,True,True,MATCH,hard rock|rock,SKIP
425,Buông,Bùi Anh Tuấn,buông||bùi anh tuấn,True,True,MATCH,pop|v-pop,SKIP
426,Buông Bàn Tay Thật Nhanh - ĐạtG x DuUyen || OFFICIAL MV,DatG Music,buông bàn tay thật nhanh - đạtg x duuyen||datg music,True,False,NOT_FOUND,,RECHECK
427,Buông (feat. Hippohappy),The Masked Singer - Topic,buông (feat. hippohappy)||the masked singer,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
428,buông hàng funk - 𝙡𝙪𝙙𝙤𝙬𝙣,𝙇𝙪𝙙𝙤𝙬𝙣,buông hàng funk - 𝙡𝙪𝙙𝙤𝙬𝙣||𝙇𝙪𝙙𝙤𝙬𝙣,True,True,DIFFERENT,funk,SKIP
429,Buông Hàng - Young Milo「Cukak Remix」/ Audio Lyrics,Cukak,buông hàng - young milo「cukak remix」/ audio lyrics||cukak,True,False,NOT_FOUND,,RECHECK
430,"Buông Tay | Khởi My x La Thăng (Huy Nam, Kelvin Khánh) | Official MV",POPS MUSIC,"buông tay | khởi my x la thăng (huy nam, kelvin khánh)||pops music",True,False,NOT_FOUND,,RECHECK
431,Buông Tay Nhau (Beat),Kiun Gia Tuấn,buông tay nhau (beat)||kiun gia tuấn,True,True,MATCH,v-pop|pop,SKIP
432,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP Official,buông đôi tay nhau ra||sơn tùng m-tp,True,True,MATCH,pop|electronic|hip hop|tropical house|dance-pop|v-pop,SKIP
433,Buông Đôi Tay Nhau Ra | OFFICIAL MUSIC VIDEO | Sơn Tùng M-TP,Sơn Tùng M-TP Official,buông đôi tay nhau ra||sơn tùng m-tp,True,True,MATCH,pop|electronic|hip hop|tropical house|dance-pop|v-pop,SKIP
434,Buồn Của Anh | K-ICM x Đạt G x Masew,ICM Entertainment,buồn của anh | k-icm x đạt g x masew||icm entertainment,True,False,NOT_FOUND,,RECHECK
435,BUỒN CỦA ANH | Official MV 4K | K-ICM,ICM Entertainment,buồn của anh||icm entertainment,True,True,MATCH,pop|v-pop,SKIP
436,BUỒN HAY VUI - VSOUL x MCK x Obito x Ronboogz x Boyzed (Official Audio),VSOUL,buồn hay vui - vsoul x mck x obito x ronboogz x boyzed (official audio)||vsoul,True,True,MISSING_ORIGINAL,hip hop|rap|rap việt,SKIP
437,Buồn Không Em Remix - Đạt G [ Bản Mix Hay Nhất ] DJ Ciray | BD MEDIA,BD Media Music,buồn không em remix - đạt g [ bản mix hay nhất ] dj ciray | bd media||bd media music,True,True,DIFFERENT,hip hop|funk|soul|pop|pop rap|ballad,SKIP
438,Buồn Không Em - Đạt G || OFFICIAL MV,DatG Music,buồn không em - đạt g||datg music,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
439,BUỒN KHÔNG THỂ BUÔNG,DREAMeR - Topic,buồn không thể buông||dreamer,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
440,BUỒN không thể BUÔNG (Lofi Version),MiiNa - Topic,buồn không thể buông (lofi version)||miina,True,True,MATCH,pop|v-pop,SKIP
441,Buồn Làm Chi Em Ơi REMIX (Đại Mèo Remix) Hoài Lâm - [ Bản Mix CĂNG ĐÉT GÂY NGHIỆN MẠNH hot tik tok],BD Media Music,buồn làm chi em ơi remix (đại mèo remix) hoài lâm - [ bản mix căng đét gây nghiện mạnh hot tik tok]||bd media music,True,False,NOT_FOUND,,RECHECK
442,Buồn Lắm Em Ơi - Trịnh Đình Quang [LYRIC VIDEO] #BLEO,Hạ Vũ,buồn lắm em ơi - trịnh đình quang [lyric video] #bleo||hạ vũ,True,False,NOT_FOUND,,RECHECK
443,BUỒN LẮM EM ƠI - TRỊNH ĐÌNH QUANG [Official MV 4K],Trịnh Đình Quang Official,buồn lắm em ơi - trịnh đình quang [official mv 4k]||trịnh đình quang,True,True,MATCH,v-pop,SKIP
444,Buồn Một Chút Rồi Thôi - Chi Dân | Official Music Video,Chi Dân,buồn một chút rồi thôi - chi dân||chi dân,True,True,MISSING_ORIGINAL,pop|dance việt,SKIP
445,Buồn Thì Cứ Khóc Đi,Forest Studio - Topic,buồn thì cứ khóc đi||forest studio,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
446,Buồn Thì Cứ Khóc Đi - Lynk Lee | Official MV,Lynk Lee,buồn thì cứ khóc đi - lynk lee||lynk lee,True,True,MATCH,pop|v-pop,SKIP
447,Buồn Trong Kỷ Niệm (Phần 1),"Hãy Nghe Tôi Hát, Hà Thúy Anh","buồn trong kỷ niệm (phần 1)||hãy nghe tôi hát, hà thúy anh",True,True,MISSING_ORIGINAL,worldwide,SKIP
448,Bà Xã Ơi Bà Xã,Hai Nguyen,bà xã ơi bà xã||hai nguyen,True,True,MISSING_ORIGINAL,pop|folk|world|country,SKIP
449,Bài Ca Chung Dzui - Da LAB x Lay’s (Official Music Video),Da LAB Official,bài ca chung dzui - da lab x lay’s (official music video)||da lab,True,False,NOT_FOUND,,RECHECK
450,Bài Ca Sông Hồng,Bá»©c TÆ°á»ng,bài ca sông hồng||bá»©c tæ°á»ng,True,False,MISSING_ORIGINAL,country,RECHECK
451,Bài Ca Thịt Nướng - Hari Won,King BBQ Vietnam,bài ca thịt nướng - hari won||king bbq vietnam,True,False,NOT_FOUND,,RECHECK
452,Bài Ca Tôm Cá - Yong Anhh ft. Bé Nguyễn Minh Chiến | OST Anh Thầy Ngôi Sao,YEAH1 MUSIC,bài ca tôm cá - yong anhh ft. bé nguyễn minh chiến | ost anh thầy ngôi sao||yeah1 music,True,False,NOT_FOUND,,RECHECK
453,Bài Hát Buồn,Khoi My,bài hát buồn||khoi my,True,True,DIFFERENT,pop|j-pop|techno,SKIP
454,Bài Hát Cho Anh,Mai Khoi,bài hát cho anh||mai khoi,True,True,DIFFERENT,hip hop|rap,SKIP
455,Bài Hát Cuối Cùng,"Tô Hoàng, Trái Mơ","bài hát cuối cùng||tô hoàng, trái mơ",True,True,MISSING_ORIGINAL,pop,SKIP
456,BÀI HÁT HUYỀN THOẠI | Please Tell Me Why - Bảo Thy X Vương Khang | LYRIC VIDEO,YEAH1 MUSIC,bài hát huyền thoại | please tell me why - bảo thy x vương khang | lyric video||yeah1 music,True,True,MISSING_ORIGINAL,electronic|pop|dance-pop|synthpop|tropical house|ballad|k-pop,SKIP
457,Bài Hát Ru Mùa Xuân (Hương Xuân),Huyền Hương Official,bài hát ru mùa xuân (hương xuân)||huyền hương,True,True,MISSING_ORIGINAL,folk|world|country|pop,SKIP
458,Bài Hát Ru Ngày Nắng,Thanh Lam,bài hát ru ngày nắng||thanh lam,True,True,MISSING_ORIGINAL,pop|folk|world|country|alternative|experimental,SKIP
459,(Bài hát) Đúc người - Cổ tích Việt Nam,Trang Dang,(bài hát) đúc người - cổ tích việt nam||trang dang,True,True,MISSING_ORIGINAL,pop,SKIP
460,Bài Học Trong Tình Yêu,Luong Gia Huy,bài học trong tình yêu||luong gia huy,True,True,MISSING_ORIGINAL,pop|country,SKIP
461,"Bài Ka Tuổi Trẻ (feat. Vũ Bùi Thu Thuỷ, Linh Cáo & Mel G)",Emcee L - Topic,"bài ka tuổi trẻ (feat. vũ bùi thu thuỷ, linh cáo & mel g)||emcee l",True,True,MISSING_ORIGINAL,hip hop|rap|rap việt|pop,SKIP
462,Bài Ka Tuổi Trẻ - TamKa PKL | Official Music Video,Da LAB Official,bài ka tuổi trẻ - tamka pkl||da lab,True,True,MISSING_ORIGINAL,rap việt|alternative,SKIP
463,Bài Này Chill Phết,Đen Vâu Official,bài này chill phết||đen vâu,True,True,MISSING_ORIGINAL,hip hop|rap,SKIP
464,Bán Duyên - Đình Dũng [LYRIC VIDEO] #BD,Hạ Vũ,bán duyên - đình dũng [lyric video] #bd||hạ vũ,True,True,MISSING_ORIGINAL,pop,SKIP
465,Bánh Mì Không - ĐạtG x DuUyên || OFFICIAL MV,DatG Music,bánh mì không - đạtg x duuyên||datg music,True,False,NOT_FOUND,,RECHECK
466,Bé Chúc Xuân,BÃ© Trang ThÆ°,bé chúc xuân||bã© trang thæ°,True,False,NOT_FOUND,,RECHECK
467,BÉ ƠI A YÊU E,Dubi,bé ơi a yêu e||dubi,True,True,MATCH,rap|v-pop|country,SKIP
468,Bên Anh Đêm Nay,"JC Hung,Binz","bên anh đêm nay||jc hung,binz",True,True,MISSING_ORIGINAL,pop,SKIP
469,Bên Anh Đêm Nay | JC Hưng Ft. Binz | Yeah1 Superstar (Offical MV),YEAH1 MUSIC,bên anh đêm nay | jc hưng ft. binz | yeah1 superstar (offical mv)||yeah1 music,True,False,NOT_FOUND,,RECHECK
470,Bên Em Không Chỉ Riêng Anh (Beat),Cao Nam Thành,bên em không chỉ riêng anh (beat)||cao nam thành,True,True,MATCH,v-pop|pop,SKIP
471,Bên Nhau Dù Không Còn Cảm Giác,Luu Chi Vy,bên nhau dù không còn cảm giác||luu chi vy,True,True,MATCH,pop|v-pop,SKIP
472,Bên Trái,Trịnh Trung Kiên trên tàu ToniButter,bên trái||trịnh trung kiên trên tàu tonibutter,True,True,MISSING_ORIGINAL,v-pop,SKIP
473,Bên Đời Lẻ Loi,LÃª Hiáº¿u,bên đời lẻ loi||lãª hiáº¿u,True,False,MISSING_ORIGINAL,metal,RECHECK
474,Bình Yên Những Phút Giây | Official Music Video | Sơn Tùng M-TP,WEPRO Entertainment,bình yên những phút giây||wepro entertainment,True,False,NOT_FOUND,,RECHECK
475,"bình yên / Vũ. ft. Binz (Official MV) từ Album ""Bảo Tàng Của Nuối Tiếc""",Vũ Official,"bình yên / vũ. ft. binz (official mv) từ album ""bảo tàng của nuối tiếc""||vũ",True,False,NOT_FOUND,,RECHECK
476,Bí Mật Cuối Cùng Của Em,"Nguyễn Văn Chung, Bích Phương","bí mật cuối cùng của em||nguyễn văn chung, bích phương",True,True,MATCH,pop|v-pop,SKIP
477,BÍCH PHƯƠNG - Bao Giờ Lấy Chồng? [OFFICIAL M/V],BÍCH PHƯƠNG,bích phương - bao giờ lấy chồng? [official m/v]||bích phương,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
478,BÍCH PHƯƠNG - Bùa Yêu (Official M/V),BÍCH PHƯƠNG,bích phương - bùa yêu (official m/v)||bích phương,True,True,MISSING_ORIGINAL,v-pop,SKIP
479,BÍCH PHƯƠNG - Chị Ngả Em Nâng (Official M/V),BÍCH PHƯƠNG,bích phương - chị ngả em nâng (official m/v)||bích phương,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
480,BÍCH PHƯƠNG - Cớ Sao Giờ Lại Chia Xa (Official MV),BÍCH PHƯƠNG,bích phương - cớ sao giờ lại chia xa (official mv)||bích phương,True,True,DIFFERENT,pop|v-pop,SKIP
481,BÍCH PHƯƠNG - Drama Queen (Official M/V),BÍCH PHƯƠNG,bích phương - drama queen (official m/v)||bích phương,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
482,BÍCH PHƯƠNG - Em Muốn [OFFICIAL M/V],1989s Entertainment,bích phương - em muốn [official m/v]||1989s entertainment,True,False,NOT_FOUND,,RECHECK
483,BÍCH PHƯƠNG ft. BÌNH GOLD - Tuổi Gì Mà Chẳng Thích Lì Xì (Official M/V),BÍCH PHƯƠNG,bích phương ft. bình gold - tuổi gì mà chẳng thích lì xì (official m/v)||bích phương,True,False,NOT_FOUND,,RECHECK
484,BÍCH PHƯƠNG - Gửi Anh Xa Nhớ [OFFICIAL M/V],BÍCH PHƯƠNG,bích phương - gửi anh xa nhớ [official m/v]||bích phương,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
485,BÍCH PHƯƠNG - Khoảng Lặng [OFFICIAL M/V],1989s Entertainment,bích phương - khoảng lặng [official m/v]||1989s entertainment,True,False,NOT_FOUND,,RECHECK
486,BÍCH PHƯƠNG - Kén Cá Chọn Anh (Hoà Phát M/V),BÍCH PHƯƠNG,bích phương - kén cá chọn anh (hoà phát m/v)||bích phương,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
487,BÍCH PHƯƠNG - Mình Yêu Nhau Đi [OFFICIAL M/V],1989s Entertainment,bích phương - mình yêu nhau đi [official m/v]||1989s entertainment,True,False,NOT_FOUND,,RECHECK
488,BÍCH PHƯƠNG - Nâng Chén Tiêu Sầu (Official M/V),BÍCH PHƯƠNG,bích phương - nâng chén tiêu sầu (official m/v)||bích phương,True,True,MATCH,v-pop,SKIP
489,BÍCH PHƯƠNG - Nói Thương Nhau Thì Đừng Làm Trái Tim Em Đau [Official M/V],BÍCH PHƯƠNG,bích phương - nói thương nhau thì đừng làm trái tim em đau [official m/v]||bích phương,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
490,BÍCH PHƯƠNG - nằm ngủ emru (Official M/V),BÍCH PHƯƠNG,bích phương - nằm ngủ emru (official m/v)||bích phương,True,True,MATCH,v-pop,SKIP
491,BÍCH PHƯƠNG - Rằng Em Mãi Ở Bên [OFFICIAL M/V],BÍCH PHƯƠNG,bích phương - rằng em mãi ở bên [official m/v]||bích phương,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
492,BÍCH PHƯƠNG - Sâu Trong Em [OFFICIAL M/V],BÍCH PHƯƠNG,bích phương - sâu trong em [official m/v]||bích phương,True,True,MATCH,pop|v-pop,SKIP
493,BÍCH PHƯƠNG - Tết Nô Lo (Ăn Bánh Uống Trà) | Nhạc Tết 2022,BÍCH PHƯƠNG,bích phương - tết nô lo (ăn bánh uống trà) | nhạc tết 2022||bích phương,True,True,MISSING_ORIGINAL,v-pop,SKIP
494,BÍCH PHƯƠNG - Vâng Anh Đi Đi (Lyric Video) OFFICIAL,BÍCH PHƯƠNG,bích phương - vâng anh đi đi (lyric video) official||bích phương,True,True,MATCH,pop|v-pop,SKIP
495,BÍCH PHƯƠNG x BIGDADDY – Khui Hè Hết Nấc (Pepsi M/V),BÍCH PHƯƠNG,bích phương x bigdaddy – khui hè hết nấc (pepsi m/v)||bích phương,True,False,NOT_FOUND,,RECHECK
496,BÍCH PHƯƠNG x MIRINDA - Chuyện Cũ Bỏ Qua (Official M/V),BÍCH PHƯƠNG,bích phương x mirinda - chuyện cũ bỏ qua (official m/v)||bích phương,True,False,NOT_FOUND,,RECHECK
497,BÍCH PHƯƠNG x @phucdu5063 x @ViruSs - Thích Thì Chơi (Free Fire M/V),BÍCH PHƯƠNG,bích phương x @phucdu5063 x @viruss - thích thì chơi (free fire m/v)||bích phương,True,False,NOT_FOUND,,RECHECK
498,"BÍCH PHƯƠNG x TCL - ""TA CÙNG LÀM - TẾT CÀNG LỚN"" - NHẠC TẾT 2024 (Official MV)",BÍCH PHƯƠNG,"bích phương x tcl - ""ta cùng làm - tết càng lớn"" - nhạc tết 2024 (official mv)||bích phương",True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
499,BÍCH PHƯƠNG - Đi Đu Đưa Đi (Official M/V),BÍCH PHƯƠNG,bích phương - đi đu đưa đi (official m/v)||bích phương,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
500,BÍCH PHƯƠNG - Đố Anh Đoán Được (Official M/V),BÍCH PHƯƠNG,bích phương - đố anh đoán được (official m/v)||bích phương,True,True,MISSING_ORIGINAL,v-pop,SKIP
501,Bóng Hồng Lẻ Loi - Han Sara | Official Music Video,Han Sara,bóng hồng lẻ loi - han sara||han sara,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
502,Bóng Mát Mẹ Hiền,Nam Vương Bảo Lê,bóng mát mẹ hiền||nam vương bảo lê,True,True,MATCH,electronic|v-pop,SKIP
503,"Bóng mây qua thềm - Hòa Minzy, Tùng Acoustic",Acoustica Studio,"bóng mây qua thềm - hòa minzy, tùng acoustic||acoustica studio",True,False,NOT_FOUND,,RECHECK
504,Bóng Trăng Đang Dần Trôi Remix,Duy Manh,bóng trăng đang dần trôi remix||duy manh,True,True,DIFFERENT,pop,SKIP
505,Bông Cỏ May - Phương Anh & Phương Ý (Official 4K MV),Phương Anh Bolero,bông cỏ may - phương anh & phương ý (official 4k mv)||phương anh bolero,True,False,DIFFERENT,latin,RECHECK
506,Bông Hoa Chẳng Thuộc Về Ta,VIET. / Như Việt,bông hoa chẳng thuộc về ta||viet. / như việt,True,True,MISSING_ORIGINAL,pop|v-pop,SKIP
507,Bông Hồng Thủy Tinh,Bá»©c TÆ°á»ng,bông hồng thủy tinh||bá»©c tæ°á»ng,True,False,NOT_FOUND,,RECHECK
508,Búp Bê Bằng Bông,Various Artists,búp bê bằng bông||various artists,True,True,MISSING_ORIGINAL,pop,SKIP
